Title,Year,Country,First_Author_First,Predicted_First_Gender,Last_Author_First,Predicted_Last_Gender,MeSH_Clean
Use of transoesophageal echocardiography during cardiac arrest in patients undergoing elective non-cardiac surgery.,2006,,T,unknown,M,unknown,"['Adult', 'Aged', 'Echocardiography, Transesophageal', 'Elective Surgical Procedures', 'Female', 'Heart Arrest', 'Heart Massage', 'Humans', 'Intraoperative Care', 'Intraoperative Complications', 'Male', 'Middle Aged', 'Myocardial Infarction', 'Prospective Studies', 'Pulmonary Embolism']"
Voluntary first responders' experiences of being dispatched to suspected out-of-hospital cardiac arrest in rural areas: an interview study.,2024,Sweden,Camilla,female,Ewa,female,"['Humans', 'Cardiopulmonary Resuscitation', 'Out-of-Hospital Cardiac Arrest', 'Emergency Responders', 'Mobile Applications', 'Qualitative Research', 'Emergency Medical Services']"
Editorial: Therapeutic hypothermia in cardiac arrest: Is it time to revisit guidelines.,2024,United States,Mohamed,male,Timir,unknown,"['Humans', 'Heart Arrest', 'Cardiopulmonary Resuscitation', 'Hypothermia, Induced']"
"Causes of Perioperative Cardiac Arrest: Mnemonic, Classification, Monitoring, and Actions.",2024,Denmark,Lingzhong,unknown,Hong,andy,"['Humans', 'Heart Arrest', 'Monitoring, Intraoperative', 'Risk Factors']"
Early coronary angiography and induced hypothermia are associated with survival and functional recovery after out-of-hospital cardiac arrest.,2014,United States,Clifton,male,Ian,male,"['Adult', 'Aged', 'Canada', 'Coronary Angiography', 'Female', 'Humans', 'Hypothermia, Induced', 'Male', 'Middle Aged', 'Out-of-Hospital Cardiac Arrest', 'Recovery of Function', 'Survival Rate', 'Treatment Outcome', 'United States']"
Bilateral reappearance of the cortical SEP in a comatose patient after cardiac arrest: Pitfall or reality?,2022,Italy,Maenia,unknown,Antonello,male,"['Coma', 'Evoked Potentials, Somatosensory', 'Heart Arrest', 'Humans', 'Prognosis']"
Use of Time-to-Event Analysis to Develop On-Scene Return of Spontaneous Circulation Prediction for Out-of-Hospital Cardiac Arrest Patients.,2022,,Jeong,andy,Kyoung,andy,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Clinical Decision Rules', 'Clinical Decision-Making', 'Cross-Sectional Studies', 'Female', 'Humans', 'Logistic Models', 'Male', 'Middle Aged', 'Out-of-Hospital Cardiac Arrest', 'Proportional Hazards Models', 'Registries', 'Reproducibility of Results', 'Resuscitation', 'Return of Spontaneous Circulation', 'Time Factors', 'Young Adult']"
The Last Breath: Historical Controversies Surrounding Determination of Cardiopulmonary Death.,2022,Israel,Adam,male,Anthony,male,"['Brain Death', 'Death', 'Heart Arrest', 'History, 19th Century', 'History, 20th Century', 'History, 21st Century', 'Humans', 'Organ Transplantation', 'Terminal Care']"
Crisis checklist (Code Red) for the management of cardiac arrest during minimally invasive thoracic surgery: case report.,2020,France,Philippe,male,Jean-Marc,unknown,"['Checklist', 'Diagnosis, Differential', 'Extracorporeal Circulation', 'Heart Arrest', 'Heart Massage', 'Humans', 'Intraoperative Complications', 'Lung Neoplasms', 'Male', 'Middle Aged', 'Minimally Invasive Surgical Procedures', 'Thoracic Surgical Procedures']"
Targeted temperature management and emergent coronary angiography are associated with improved outcomes in patients with prehospital return of spontaneous circulation.,2020,,Jr-Jiun,unknown,Min-Shan,unknown,"['Adult', 'Cardiopulmonary Resuscitation', 'Coronary Angiography', 'Emergency Medical Services', 'Humans', 'Hypothermia, Induced', 'Out-of-Hospital Cardiac Arrest', 'Retrospective Studies', 'Return of Spontaneous Circulation']"
Prognostic value of venous blood analysis at the start of CPR in non-traumatic out-of-hospital cardiac arrest: association with ROSC and the neurological outcome.,2020,Spain,Ervigio,unknown,Antonio,male,"['Aged', 'Aged, 80 and over', 'Blood Gas Analysis', 'Cardiopulmonary Resuscitation', 'Emergency Medical Services', 'Hematologic Tests', 'Humans', 'Middle Aged', 'Odds Ratio', 'Out-of-Hospital Cardiac Arrest', 'Prognosis', 'Prospective Studies']"
"Pseudo-pulseless electrical activity in the emergency department, an evidence based approach.",2020,United States,Jennifer,female,Ali,male,"['Cardiopulmonary Resuscitation', 'Electrocardiography', 'Emergency Service, Hospital', 'Heart Arrest', 'Humans', 'Pulse']"
Validating the Electronic Cardiac Arrest Risk Triage (eCART) Score for Risk Stratification of Surgical Inpatients in the Postoperative Setting: Retrospective Cohort Study.,2019,United States,Bartlomiej,unknown,Dana,female,"['Adult', 'Aged', 'Electronic Health Records', 'Female', 'Heart Arrest', 'Hospitalization', 'Humans', 'Male', 'Middle Aged', 'Postoperative Complications', 'Predictive Value of Tests', 'ROC Curve', 'Retrospective Studies', 'Risk Assessment', 'Triage', 'Vital Signs']"
Catecholaminergic Polymorphic Ventricular Tachycardia: An Unusual Case of Fright-Induced Prehospital Cardiac Arrest in a Healthy 6-Year-Old Child.,2020,,Michael,male,P,unknown,"['Child', 'Electric Countershock', 'Emergency Medical Services', 'Fear', 'Heart Arrest', 'Humans', 'Male', 'Tachycardia, Ventricular', 'Polymorphic Catecholaminergic Ventricular Tachycardia']"
Using Ultrasound for Cardiac Arrest POCUS can improve detection and treatment of underlying pathologies.,2017,,Branden,male,Branden,male,"['Emergency Medical Services', 'Humans', 'Out-of-Hospital Cardiac Arrest', 'Point-of-Care Systems', 'Ultrasonography']"
Early Electroencephalographic Background Features Predict Outcomes in Children Resuscitated From Cardiac Arrest.,2016,United States,Alexis,male,Nicholas,male,"['Adolescent', 'Cardiopulmonary Resuscitation', 'Child', 'Child, Preschool', 'Decision Support Techniques', 'Electroencephalography', 'Female', 'Heart Arrest', 'Humans', 'Infant', 'Infant, Newborn', 'Male', 'Prognosis', 'Retrospective Studies', 'Seizures']"
Emergency department resuscitative thoracotomy.,2005,,Timothy,male,Timothy,male,"['Cardiopulmonary Resuscitation', 'Emergency Service, Hospital', 'Heart Arrest', 'Humans', 'Patient Selection', 'Thoracotomy', 'Ultrasonography']"
Clinical cardiac imaging in cardiac arrest and periarrest.,2017,Italy,Antonio,male,Federico,male,"['Cardiopulmonary Resuscitation', 'Critical Care', 'Echocardiography', 'Heart Arrest', 'Humans', 'Life Support Care', 'Practice Guidelines as Topic']"
Prognostic Performance of Initial Clinical Examination in Predicting Good Neurological Outcome in Cardiac Arrest Patients Treated with Targeted Temperature Management.,2024,,Ji-Sook,female,Sang,andy,"['Humans', 'Hypothermia, Induced', 'Prognosis', 'Retrospective Studies', 'Out-of-Hospital Cardiac Arrest', 'Glasgow Coma Scale', 'Cardiopulmonary Resuscitation']"
Citizen Responder Activation in Out-of-Hospital Cardiac Arrest by Time of Day and Day of Week.,2022,Denmark,Katarina,female,Fredrik,male,"['Cardiopulmonary Resuscitation', 'Emergency Medical Services', 'Humans', 'Mobile Applications', 'Out-of-Hospital Cardiac Arrest', 'Time']"
Coronary angiography following out-of-hospital cardiac arrest (OHCA): a review of outcomes and clinical considerations.,2021,Germany,Josefina,female,Daniel,male,"['Cardiopulmonary Resuscitation', 'Coronary Angiography', 'Coronary Vessels', 'Humans', 'Out-of-Hospital Cardiac Arrest', 'Retrospective Studies']"
Intracranial Pressure and Cerebral Hemodynamic Monitoring After Cardiac Arrest in Pediatric Pigs Using Contrast Ultrasound-Derived Parameters.,2022,United States,Samuel,male,Misun,female,"['Animals', 'Cardiopulmonary Resuscitation', 'Disease Models, Animal', 'Heart Arrest', 'Hemodynamic Monitoring', 'Hemodynamics', 'Humans', 'Intracranial Pressure', 'Swine']"
Early outcome prediction with quantitative pupillary response parameters after out-of-hospital cardiac arrest: A multicenter prospective observational study​.,2020,Japan,Tomoyoshi,mostly_male,Junichi,male,"['Adult', 'Aged', 'Aged, 80 and over', 'Female', 'Humans', 'Male', 'Middle Aged', 'Neurology', 'Out-of-Hospital Cardiac Arrest', 'Prognosis', 'Prospective Studies', 'Pupil']"
ECG-based Random Forest Classifier for Cardiac Arrest Rhythms.,2019,,Eric,male,Andima,male,"['Cardiopulmonary Resuscitation', 'Decision Trees', 'Electrocardiography', 'Emergency Medical Services', 'Heart Arrest', 'Humans', 'Out-of-Hospital Cardiac Arrest', 'Retrospective Studies', 'Tachycardia, Ventricular', 'Ventricular Fibrillation']"
Disability-Adjusted Life Years Following Adult Out-of-Hospital Cardiac Arrest in the United States.,2019,United States,Ryan,mostly_male,Timothy,male,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Cost of Illness', 'Databases, Factual', 'Disability Evaluation', 'Female', 'Humans', 'Male', 'Middle Aged', 'Out-of-Hospital Cardiac Arrest', 'Predictive Value of Tests', 'Prognosis', 'Quality of Life', 'Quality-Adjusted Life Years', 'Registries', 'Risk Factors', 'Time Factors', 'United States', 'Young Adult']"
Reliable extraction of the circulation component in the thoracic impedance measured by defibrillation pads.,2013,Spain,J,unknown,D,unknown,"['Blood Circulation', 'Cardiopulmonary Resuscitation', 'Defibrillators', 'Electric Impedance', 'Humans', 'Out-of-Hospital Cardiac Arrest', 'Prospective Studies', 'Reproducibility of Results']"
The role of point-of-care testing in cardiac arrest patients.,2023,United States,Vishnu,unknown,Adam,male,"['Humans', 'Male', 'Aged', 'Female', 'Cardiopulmonary Resuscitation', 'Retrospective Studies', 'Emergency Medical Services', 'Out-of-Hospital Cardiac Arrest', 'Point-of-Care Testing']"
The psychological and behavioural factors associated with laypeople initiating CPR for out-of-hospital cardiac arrest: a systematic review.,2023,,Barbara,female,Siobhan,female,"['Humans', 'Cardiopulmonary Resuscitation', 'Out-of-Hospital Cardiac Arrest', 'Cross-Sectional Studies']"
Individual-level income and out-of-hospital cardiac arrest survival in men and women.,2022,Netherlands,Laura,female,Marieke,female,"['Cardiopulmonary Resuscitation', 'Cross-Sectional Studies', 'Emergency Medical Services', 'Female', 'Humans', 'Male', 'Out-of-Hospital Cardiac Arrest', 'Registries']"
Predicting Out-of-Hospital Cardiac Arrest in the General Population Using Electronic Health Records.,2024,United States,Jessica,female,Neal,male,"['Humans', 'Electronic Health Records', 'Male', 'Out-of-Hospital Cardiac Arrest', 'Female', 'Middle Aged', 'Aged', 'Risk Factors', 'Adult', 'Predictive Value of Tests', 'Risk Assessment', 'Comorbidity', 'Electrocardiography', 'Machine Learning', 'Case-Control Studies']"
Compression-Only or Standard Cardiopulmonary Resuscitation for Trained Laypersons in Out-of-Hospital Cardiac Arrest: A Nationwide Randomized Trial in Sweden.,2024,Sweden,Gabriel,male,Jacob,male,"['Adolescent', 'Adult', 'Humans', 'Cardiopulmonary Resuscitation', 'Emergency Medical Services', 'Out-of-Hospital Cardiac Arrest', 'Pilot Projects', 'Sweden']"
Impact of Updating the Cardiopulmonary Resuscitation Guidelines on Out-of-Hospital Shockable Cardiac Arrest: A Population-Based Cohort Study in Japan.,2024,Japan,Tsukasa,mostly_male,Takanori,male,"['Adult', 'Humans', 'Cardiopulmonary Resuscitation', 'Out-of-Hospital Cardiac Arrest', 'Cohort Studies', 'Japan', 'Emergency Medical Services', 'Registries', 'Hospitals']"
General health condition of patients hospitalized after an incident of in-hospital or out-of hospital sudden cardiac arrest with return of spontaneous circulation.,2021,Poland,Michał,male,Beniamin,male,"['Cardiopulmonary Resuscitation', 'Death, Sudden, Cardiac', 'Hospitals', 'Humans', 'Out-of-Hospital Cardiac Arrest', 'Return of Spontaneous Circulation']"
The prognostic value of early lactate clearance for survival after out-of-hospital cardiac arrest.,2021,Belgium,Willemina,female,Philippe,male,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Female', 'Humans', 'Lactic Acid', 'Male', 'Middle Aged', 'Out-of-Hospital Cardiac Arrest', 'Prognosis', 'Retrospective Studies', 'Return of Spontaneous Circulation', 'Survival Analysis', 'Young Adult']"
Evaluation of a new semiautomated external defibrillator technology: a live cases video recording study.,2015,Belgium,Frédéric,male,Christophe,male,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Decision Making', 'Defibrillators', 'Emergency Medical Service Communication Systems', 'Female', 'Geographic Information Systems', 'Health Knowledge, Attitudes, Practice', 'Heart Arrest', 'Humans', 'Male', 'Manikins', 'Middle Aged', 'Prospective Studies', 'Self Concept', 'Video Recording', 'Young Adult']"
A heart stopping performance.,2012,,Joyee,unknown,Timothy,male,"['Adrenergic beta-Antagonists', 'Death, Sudden, Cardiac', 'Defibrillators, Implantable', 'Echocardiography', 'Electrocardiography', 'Female', 'Genetic Predisposition to Disease', 'Heart Arrest', 'Humans', 'Hypotension', 'Long QT Syndrome', 'Risk Factors', 'Syncope', 'Tachycardia', 'Young Adult']"
Acute coronary angiography in patients resuscitated from out-of-hospital cardiac arrest--a systematic review and meta-analysis.,2012,Denmark,Jacob,male,Jan,male,"['Cardiopulmonary Resuscitation', 'Coronary Angiography', 'Humans', 'Out-of-Hospital Cardiac Arrest']"
The Modified Glasgow Outcome Score for the prediction of outcome in patients after cardiac arrest: a prospective clinical proof of concept study.,2012,Germany,Obaida,unknown,Erol,male,"['Aged', 'Aged, 80 and over', 'Analysis of Variance', 'Biomarkers', 'Cardiopulmonary Resuscitation', 'Cause of Death', 'Disability Evaluation', 'Female', 'Germany', 'Glasgow Outcome Scale', 'Heart Arrest', 'Humans', 'Hypoxia, Brain', 'Male', 'Middle Aged', 'Nerve Growth Factors', 'Neurologic Examination', 'Phosphopyruvate Hydratase', 'Predictive Value of Tests', 'Prognosis', 'Prospective Studies', 'ROC Curve', 'Recovery of Function', 'S100 Calcium Binding Protein beta Subunit', 'S100 Proteins', 'Time Factors']"
Sex Differences in Out-of-Hospital Cardiac Arrest Survival Trends.,2024,Netherlands,Robin,mostly_male,Irene,female,"['Humans', 'Male', 'Female', 'Sex Characteristics', 'Cardiopulmonary Resuscitation', 'Retrospective Studies', 'Out-of-Hospital Cardiac Arrest', 'Registries', 'Survival Rate', 'Emergency Medical Services']"
Effects of Dispatcher-Assisted Public-Access Defibrillation Programs on the Outcomes of Out-of-Hospital Cardiac Arrest: A Before-and-After Study.,2024,,Chien-Hsiung,unknown,Sherry,female,"['Humans', 'Out-of-Hospital Cardiac Arrest', 'Cardiopulmonary Resuscitation', 'Registries', 'Emergency Medical Services']"
"Incidence, characteristics and predictors of mortality following cardiac arrest in ICUs of a German university hospital: A retrospective cohort study.",2022,Germany,Gerrit,mostly_male,Sebastian,male,"['Adult', 'Bicarbonates', 'Cardiopulmonary Resuscitation', 'Heart Arrest', 'Hospital Mortality', 'Hospitals', 'Humans', 'Incidence', 'Intensive Care Units', 'Retrospective Studies']"
Extracorporeal cardiopulmonary resuscitation for refractory in-hospital cardiac arrest: A retrospective cohort study.,2022,France,Simon,male,Charles-Edouard,unknown,"['Cardiopulmonary Resuscitation', 'Extracorporeal Membrane Oxygenation', 'Female', 'Heart Arrest', 'Hospitals', 'Humans', 'Male', 'Middle Aged', 'Retrospective Studies']"
Have Outcomes After Out of Hospital Cardiac Arrest Improved Over Time?,2021,United States,David,male,Graham,male,"['Cardiopulmonary Resuscitation', 'Humans', 'Out-of-Hospital Cardiac Arrest']"
Early head-to-pelvis computed tomography in out-of-hospital circulatory arrest without obvious etiology.,2021,United States,Kelley,mostly_female,Medley,unknown,"['Cardiopulmonary Resuscitation', 'Electrocardiography', 'Hospitals', 'Humans', 'Out-of-Hospital Cardiac Arrest', 'Pelvis', 'Retrospective Studies', 'Tomography, X-Ray Computed']"
Investigation of perioperative hypersensitivity reactions: an update.,2020,Denmark,Birgitte,female,Lene,female,"['Allergy and Immunology', 'Anaphylaxis', 'Anesthesiology', 'Diagnosis, Differential', 'Drug Hypersensitivity', 'Heart Arrest', 'Humans', 'Patient Care Team', 'Perioperative Period', 'Practice Guidelines as Topic', 'Severity of Illness Index']"
We still need a real-time hemodynamic monitor for CPR.,2013,,Charles,male,Charles,male,"['Blood Circulation', 'Cardiopulmonary Resuscitation', 'Humans', 'Out-of-Hospital Cardiac Arrest']"
"Acute Myocardial Infarction and Cardiac Arrest and Cancer, Oh My!",2022,United States,Alexander,male,Nazli,unknown,"['Heart Arrest', 'Humans', 'Myocardial Infarction', 'Neoplasms']"
Transesophageal Echocardiography: Guidelines for Point-of-Care Applications in Cardiac Arrest Resuscitation.,2018,Canada,James,male,Michael,male,"['Cardiopulmonary Resuscitation', 'Echocardiography, Transesophageal', 'Emergency Medicine', 'Heart Arrest', 'Humans', 'Point-of-Care Systems', 'Practice Guidelines as Topic', 'Ultrasonography']"
