Title,Year,Country,First_Author_First,Predicted_First_Gender,Last_Author_First,Predicted_Last_Gender,MeSH_Clean
Improving Rural Nurse Practitioner Knowledge About Polycystic Ovary Syndrome Through Continuing Education.,2018,,Rebecca,female,Diane,female,"['Adult', 'Curriculum', 'Education, Continuing', 'Female', 'Humans', 'Middle Aged', 'Nurse Practitioners', 'Nursing Care', 'Polycystic Ovary Syndrome', 'Practice Guidelines as Topic', 'Rural Nursing']"
Can anti-Mullerian hormone predict the diagnosis of polycystic ovary syndrome? A systematic review and meta-analysis of extracted data.,2013,United Kingdom,Stamatina,unknown,Scott,male,"['Anti-Mullerian Hormone', 'Female', 'Humans', 'Polycystic Ovary Syndrome', 'ROC Curve']"
Application of proteomics to the study of polycystic ovary syndrome.,2011,Spain,M,unknown,H,unknown,"['Animals', 'Female', 'Humans', 'Oxidative Stress', 'Polycystic Ovary Syndrome', 'Proteomics']"
How common is polycystic ovary syndrome in recurrent miscarriage?,2009,,K,unknown,T,unknown,"['Abortion, Habitual', 'Adult', 'Female', 'Humans', 'Polycystic Ovary Syndrome', 'Pregnancy', 'Prevalence', 'Ultrasonography', 'United Kingdom']"
Diagnosis and management of the dermatologic manifestations of the polycystic ovary syndrome.,2006,United States,Eve,female,Eve,female,"['Diagnosis, Differential', 'Female', 'Humans', 'Polycystic Ovary Syndrome', 'Prevalence', 'Skin Diseases']"
Increased prevalence of gestational diabetes mellitus among women with diagnosed polycystic ovary syndrome: a population-based study.,2006,United States,Joan,female,Assiamira,unknown,"['Adolescent', 'Adult', 'Diabetes, Gestational', 'Female', 'Humans', 'Polycystic Ovary Syndrome', 'Pregnancy']"
The LH/FSH ratio has little use in diagnosing polycystic ovarian syndrome.,2006,,Li,andy,Stephen,male,"['Adult', 'Case-Control Studies', 'Female', 'Follicle Stimulating Hormone', 'Humans', 'Luteinizing Hormone', 'Menstrual Cycle', 'Polycystic Ovary Syndrome', 'Prognosis']"
Polycystic ovarian syndrome: diagnosis and management.,2004,United States,Michael,male,Michael,male,"['Diagnosis, Differential', 'Female', 'Humans', 'Infertility, Female', 'Insulin Resistance', 'Polycystic Ovary Syndrome']"
Vaginal uterine artery ligation avoids high blood loss and puerperal hysterectomy in postpartum hemorrhage.,2003,,J,unknown,J,unknown,"['Arteries', 'Blood Loss, Surgical', 'Female', 'Follow-Up Studies', 'Hemostasis, Surgical', 'Humans', 'Hysterectomy, Vaginal', 'Ligation', 'Minimally Invasive Surgical Procedures', 'Postpartum Hemorrhage', 'Pregnancy', 'Risk Assessment', 'Sampling Studies', 'Sensitivity and Specificity', 'Severity of Illness Index', 'Treatment Outcome', 'Uterus']"
General Anesthetic Management for Emergency Cesarean Section and Postpartum Hemorrhage in a Woman With Fontan Circulation.,2019,Japan,Junichi,male,Kazuyoshi,male,"['Adult', 'Anesthesia, General', 'Anticoagulants', 'Cesarean Section', 'Emergency Treatment', 'Female', 'Fontan Procedure', 'Humans', 'Postpartum Hemorrhage', 'Pregnancy']"
Abnormal structure and functional connectivity of the anterior insula at pain-free periovulation is associated with perceived pain during menstruation.,2017,China,Wang-Huan,unknown,Ming,andy,"['Brain Mapping', 'Cerebral Cortex', 'Dysmenorrhea', 'Female', 'Humans', 'Magnetic Resonance Imaging', 'Menstruation', 'Neural Pathways', 'Ovulation', 'Pain Perception', 'Prospective Studies', 'Rest', 'Young Adult']"
Dysmenorrhea in adolescents.,2008,United States,Zeev,male,Zeev,male,"['Adolescent', 'Anti-Inflammatory Agents, Non-Steroidal', 'Contraceptives, Oral, Combined', 'Contraceptives, Oral, Hormonal', 'Dysmenorrhea', 'Estrogens', 'Female', 'Humans', 'Menstrual Cycle', 'Prevalence', 'Progesterone Congeners', 'Risk Factors']"
Menstrual disorders in adolescence.,2006,Italy,F,unknown,G,unknown,"['Adolescent', 'Age Factors', 'Algorithms', 'Amenorrhea', 'Diagnosis, Differential', 'Dysmenorrhea', 'Female', 'Humans', 'Hypothalamic Diseases', 'Menorrhagia', 'Menstrual Cycle', 'Menstruation Disturbances', 'Pituitary Diseases', 'Premenstrual Syndrome']"
Postpartum haemorrhage: prevention and treatment.,2016,France,Loïc,male,Catherine,female,"['Algorithms', 'Combined Modality Therapy', 'Disease Management', 'Ergot Alkaloids', 'Female', 'Humans', 'Incidence', 'Oxytocin', 'Postpartum Hemorrhage', 'Practice Guidelines as Topic', 'Pregnancy', 'Risk Factors']"
Menorrhagia and postpartum haemorrhage in women with rare bleeding disorder.,2015,Germany,Susan,female,Susan,female,"['Female', 'Humans', 'Menorrhagia', 'Postpartum Hemorrhage', 'von Willebrand Diseases']"
The quality of clinical maternal and neonatal healthcare - a strategy for identifying 'routine care signal functions'.,2015,Germany,Stephan,male,Adamson,unknown,"['Adult', 'Communicable Diseases', 'Delivery, Obstetric', 'Developing Countries', 'Emergency Medical Services', 'Female', 'Health Facilities', 'Humans', 'Infant, Newborn', 'Malawi', 'Perinatal Care', 'Postpartum Hemorrhage', 'Postpartum Period', 'Pre-Eclampsia', 'Pregnancy', 'Quality Indicators, Health Care', 'Quality of Health Care', 'Risk Factors', 'Workforce']"
Severe delayed postpartum hemorrhage due to a neglected uterine diverticulum: a case report.,2013,,Mei-Chu,unknown,Sheng-Mou,unknown,"['Adult', 'Cesarean Section, Repeat', 'Diverticulum', 'Female', 'Humans', 'Hysterotomy', 'Postpartum Hemorrhage', 'Pregnancy', 'Shock', 'Uterine Diseases']"
Cesarean delivery in the interventional radiology suite: a novel approach to obstetric hemostasis.,2007,United States,Nollag,female,Bhavani,female,"['Adult', 'Catheterization', 'Cesarean Section', 'Female', 'Hemostasis, Surgical', 'Humans', 'Obstetric Labor Complications', 'Postpartum Hemorrhage', 'Pregnancy', 'Radiography, Interventional']"
Comparison of MRI findings for predicting massive hemorrhage during cesarean section in patients with placental malposition: partial placental volume of lower uterine segment is an accurate and objective indicator.,2025,Japan,Hiroshi,male,Hiroshi,male,"['Humans', 'Female', 'Pregnancy', 'Magnetic Resonance Imaging', 'Cesarean Section', 'Adult', 'Placenta Accreta', 'Postpartum Hemorrhage', 'Placenta', 'Predictive Value of Tests', 'Retrospective Studies', 'Placenta Previa', 'ROC Curve', 'Uterus']"
Absence of polycystic ovary syndrome features in human immunodeficiency virus-infected women despite significant hyperinsulinemia and truncal adiposity.,2005,United States,Stine,female,Steven,male,"['Adipose Tissue', 'Adult', 'Anthropometry', 'Anti-HIV Agents', 'Body Composition', 'Body Mass Index', 'Bone Density', 'Cohort Studies', 'Female', 'HIV Infections', 'Hormones', 'Humans', 'Hyperinsulinism', 'Lipodystrophy', 'Longitudinal Studies', 'Menstruation', 'Ovary', 'Polycystic Ovary Syndrome', 'Regression Analysis', 'Reproduction', 'Thorax', 'Ultrasonography']"
Ovarian Morphology by Transabdominal Ultrasound Correlates With Reproductive and Metabolic Disturbance in Adolescents With PCOS.,2018,United States,Beth,female,Tania,female,"['Adolescent', 'Adult', 'Body Mass Index', 'Female', 'Follicle Stimulating Hormone', 'Glucose Tolerance Test', 'Humans', 'Infertility, Female', 'Luteinizing Hormone', 'Metabolic Diseases', 'Ovarian Follicle', 'Ovary', 'Pilot Projects', 'Polycystic Ovary Syndrome', 'Retrospective Studies', 'Ultrasonography']"
Intrapartum fetal emergencies.,2006,,Andrew,male,Zarko,unknown,"['Birth Injuries', 'Dystocia', 'Episiotomy', 'Female', 'Fetal Diseases', 'Fetal Distress', 'Humans', 'Labor, Obstetric', 'Obstetric Labor Complications', 'Postpartum Hemorrhage', 'Pregnancy', 'Pregnancy, Multiple', 'Prolapse', 'Shoulder Injuries', 'Umbilical Cord', 'Uterine Rupture']"
A comparison of clinical assessment with ultrasound in the management of secondary postpartum haemorrhage.,2002,,AnneMarie,female,Steven,male,"['Anti-Bacterial Agents', 'Cesarean Section', 'Cohort Studies', 'Delivery, Obstetric', 'Female', 'Humans', 'Norethindrone', 'Physical Examination', 'Placenta, Retained', 'Postpartum Hemorrhage', 'Pregnancy', 'Prospective Studies', 'Sensitivity and Specificity', 'Tranexamic Acid', 'Ultrasonography']"
Anaemic parturient and the anaesthesiologist: Are we asleep at the wheel?,2017,Australia,Bernd,male,Nicolette,female,"['Anemia', 'Anesthesiologists', 'Delivery, Obstetric', 'Female', 'Humans', 'Parturition', 'Physician-Patient Relations', 'Postpartum Hemorrhage', 'Pregnancy', 'Risk Factors']"
Evaluation of measured postpartum blood loss after vaginal delivery using a collector bag in relation to postpartum hemorrhage management strategies: a prospective observational study.,2016,,Christian,male,Franziska,female,"['Adult', 'Blood Specimen Collection', 'Blood Volume', 'Female', 'Germany', 'Hemoglobins', 'Humans', 'Incidence', 'Postpartum Hemorrhage', 'Pregnancy', 'Prospective Studies', 'Surgical Drapes', 'Young Adult']"
The use of postpartum hemorrhage protocols in United States academic obstetric anesthesia units.,2014,United States,Rachel,female,Paloma,female,"['Academic Medical Centers', 'Anesthesia, Obstetrical', 'Clinical Protocols', 'Data Collection', 'Delivery, Obstetric', 'Female', 'Hospitalization', 'Humans', 'Postpartum Hemorrhage', 'Pregnancy', 'United States']"
"The treatment with Levonorgestrel Releasing Intrauterine System (LNG-IUS) in patients affected by menometrorrhagia, dysmenorrhea and adenomimyois: clinical and ultrasonographic reports.",2021,Italy,F,unknown,D,unknown,"['Adenomyosis', 'Adult', 'Cohort Studies', 'Dysmenorrhea', 'Female', 'Humans', 'Intrauterine Devices, Medicated', 'Levonorgestrel', 'Menorrhagia', 'Middle Aged', 'Prospective Studies', 'Ultrasonography']"
Altered white matter microarchitecture in the cingulum bundle in women with primary dysmenorrhea: A tract-based analysis study.,2017,China,Jixin,unknown,Ming,andy,"['Brain', 'Diffusion Magnetic Resonance Imaging', 'Diffusion Tensor Imaging', 'Dysmenorrhea', 'Female', 'Humans', 'Neural Pathways', 'Prostaglandins', 'White Matter', 'Young Adult']"
Diagnostic criteria for polycystic ovary syndrome and ovarian morphology in women with type 1 diabetes mellitus.,2006,Chile,Ethel,female,Fernando,male,"['Adolescent', 'Adult', 'Androstenedione', 'Diabetes Mellitus, Type 1', 'Female', 'Hirsutism', 'Humans', 'Ovary', 'Polycystic Ovary Syndrome', 'Testosterone', 'Ultrasonography']"
Diagnosis of superficial endometriosis on transvaginal ultrasound by visualization of peritoneum of pouch of Douglas.,2024,,F,unknown,T,unknown,"['Female', 'Humans', 'Endometriosis', 'Peritoneum', 'Retrospective Studies', 'Sensitivity and Specificity', ""Douglas' Pouch"", 'Ultrasonography']"
Endometriosis and adenomyosis in the crosshair: variants of one disorder or fortuitous coincidence.,2023,,Dominique,andy,Jean,male,"['Female', 'Humans', 'Endometriosis', 'Adenomyosis', 'Endometrium']"
The Benefit of Transvaginal Elastography in Detecting Deep Endometriosis: A Feasibility Study.,2024,Italy,Anjeza,female,Angelo,male,"['Female', 'Humans', 'Elasticity Imaging Techniques', 'Endometriosis', 'Sensitivity and Specificity', 'Feasibility Studies', 'Rectum', 'Ultrasonography']"
Imaging malignant and apparent malignant transformation of benign gynaecological disease.,2010,United States,A,unknown,F,unknown,"['Adenomyoma', 'Adult', 'Cell Transformation, Neoplastic', 'Edema', 'Endometriosis', 'Female', 'Humans', 'Magnetic Resonance Imaging', 'Middle Aged', 'Ovarian Diseases', 'Ovarian Neoplasms', 'Teratoma', 'Tomography, X-Ray Computed']"
Ultrasound-guided aspiration and ethanol sclerotherapy for treating endometrial cysts.,2010,Italy,G,unknown,A,unknown,"['Adolescent', 'Adult', 'Cysts', 'Endometriosis', 'Ethanol', 'Female', 'Humans', 'Sclerosing Solutions', 'Sclerotherapy', 'Treatment Outcome', 'Ultrasonography, Interventional']"
Elevated ghrelin levels in the peritoneal fluid of patients with endometriosis: associations with vascular endothelial growth factor (VEGF) and inflammatory cytokines.,2010,,Fatma,female,Selcuk,unknown,"['Ascitic Fluid', 'Cytokines', 'Endometriosis', 'Female', 'Ghrelin', 'Humans', 'Inflammation Mediators', 'Vascular Endothelial Growth Factor A']"
Endometriosis in the rectus abdominis muscle: case report and literature review.,2009,,Emad,male,Alexander,male,"['Adult', 'Endometriosis', 'Female', 'Humans', 'Muscular Diseases', 'Rectus Abdominis', 'Tomography, X-Ray Computed']"
"Massive ascites, pleural effusion, and diaphragmatic implants in a patient with endometriosis.",2010,,Miranda-Mendoza,unknown,Wattiez,unknown,"['Adult', 'Ascites', 'Endometriosis', 'Female', 'Humans', 'Infertility, Female', 'Pleural Effusion', 'Thoracic Diseases', 'Treatment Outcome']"
Transvaginal ultrasound after bowel preparation to assist surgical planning for bowel endometriosis resection.,2009,Brazil,Ricardo,male,Paulo,male,"['Endometriosis', 'Female', 'Humans', 'Rectal Diseases', 'Sigmoid Diseases', 'Ultrasonography', 'Vagina']"
Barium enema evaluation of colonic involvement in endometriosis.,2008,Italy,Niccolò,male,Roberto,male,"['Adult', 'Barium Sulfate', 'Colonic Diseases', 'Contrast Media', 'Endometriosis', 'Enema', 'Female', 'Humans', 'Laparoscopy', 'Radiography', 'Retrospective Studies']"
Sonography of endometriosis in infrequent sites.,2008,,Sung,andy,Kyoung-Sik,unknown,"['Abdominal Wall', 'Appendix', 'Cecal Diseases', 'Diagnosis, Differential', 'Endometriosis', 'Endosonography', 'Female', 'Humans', 'Perineum', 'Urinary Bladder Diseases']"
A common presentation with a rare cause.,2007,United States,J-C,unknown,K,unknown,"['Adult', 'Biopsy', 'Diagnosis, Differential', 'Endometriosis', 'Female', 'Hemoptysis', 'Humans', 'Lung', 'Lung Diseases', 'Pleura', 'Thoracic Surgery, Video-Assisted']"
Appendiceal endometriosis presenting as acute appendicitis during pregnancy.,2007,United States,C,unknown,J,unknown,"['Adult', 'Appendicitis', 'Appendix', 'Diagnosis, Differential', 'Endometriosis', 'Female', 'Humans', 'Pregnancy', 'Pregnancy Complications', 'Pregnancy Trimesters']"
Re: Post caesarean incisional hernia or scar endometrioma? Rao et al. Surgeon 2006: 1; 55-56.,2007,,Jayesh,unknown,Vikas,male,"['Cesarean Section', 'Cicatrix', 'Diagnosis, Differential', 'Endometriosis', 'Female', 'Hernia, Ventral', 'Humans']"
Clinical aspects and surgical treatment of urinary tract endometriosis: our experience with 31 cases.,2006,Italy,Alessandro,male,Sergio,male,"['Adult', 'Endometriosis', 'Female', 'Humans', 'Middle Aged', 'Retrospective Studies', 'Ureteral Diseases', 'Urinary Bladder Diseases']"
Acute appendicitis or something else? A case report of cecal endometriosis in emergency setting.,2004,,M,unknown,C,unknown,"['Acute Disease', 'Adult', 'Appendicitis', 'Cecal Diseases', 'Diagnosis, Differential', 'Emergencies', 'Endometriosis', 'Female', 'Humans']"
Incidence and characterization of diagnosed endometriosis in a geographically defined population.,2004,United States,Cynthia,female,L,unknown,"['Adolescent', 'Adult', 'Age Distribution', 'Cohort Studies', 'Endometriosis', 'Female', 'Geography', 'Humans', 'Incidence', 'Middle Aged', 'Minnesota']"
Multifocal polypoid endometriosis presenting as huge pelvic masses causing deep vein thrombosis.,2004,,Lisa,female,Aziza,female,"['Aged', 'Diagnosis, Differential', 'Endometrial Neoplasms', 'Endometriosis', 'Female', 'Humans', 'Pelvis', 'Tomography, X-Ray Computed', 'Venous Thrombosis']"
Exploring pre-diagnosis hospital contacts in women with endometriosis using ICD-10: a Danish case-control study.,2025,Denmark,Anna,female,Dorte,female,"['Humans', 'Female', 'Endometriosis', 'Denmark', 'Case-Control Studies', 'Adult', 'International Classification of Diseases', 'Registries', 'Middle Aged', 'Young Adult', 'Hospitalization', 'Hospitals']"
Surgically confirmed endometriosis in adolescents in Finland-A register-based cross-sectional cohort study.,2022,Finland,Elina,female,Kristiina,female,"['Adolescent', 'Cohort Studies', 'Cross-Sectional Studies', 'Endometriosis', 'Female', 'Finland', 'Humans', 'Incidence', 'Registries']"
Risk of Ankylosing Spondylitis in Patients With Endometriosis: A Population-Based Retrospective Cohort Study.,2022,China,Zhihua,andy,James,male,"['Anti-Inflammatory Agents, Non-Steroidal', 'Cohort Studies', 'Depressive Disorder, Major', 'Endometriosis', 'Female', 'Humans', 'Retrospective Studies', 'Risk Factors', 'Spondylitis, Ankylosing']"
Comparison Between Sonography-Based and Surgical Evaluation of Endometriotic Lesions Using the #Enzian Classification - A Retrospective Data Analysis.,2023,Italy,Alessandra,female,Joerg,unknown,"['Female', 'Humans', 'Endometriosis', 'Retrospective Studies', 'Sensitivity and Specificity', 'Rectum', 'Vagina', 'Ultrasonography']"
Appendiceal endosalpingiosis: clinical presentation and imaging appearance of a rare condition of the appendix.,2019,United States,James,male,Beena,female,"['Adult', 'Appendectomy', 'Appendix', 'Cecal Diseases', 'Contrast Media', 'Diagnosis, Differential', 'Endometriosis', 'Fallopian Tube Diseases', 'Female', 'Humans', 'Iopamidol', 'Magnetic Resonance Imaging', 'Tomography, X-Ray Computed']"
"Introduction: From pathogenesis to therapy, deep endometriosis remains a source of controversy.",2017,Belgium,Jacques,male,Jacques,male,"['Endometriosis', 'Endometrium', 'Female', 'Humans', 'Predictive Value of Tests', 'Prognosis', 'Risk Factors']"
Diagnosis and Management of Abdominal Wall Endometriosis: A Systematic Review and Clinical Recommendations.,2017,United States,Noah,male,Suketu,unknown,"['Abdominal Wall', 'Disease Management', 'Dissection', 'Endometriosis', 'Female', 'Humans', 'Medical History Taking', 'Physical Examination']"
